DateTime,Civil Building Demand (kW),GHI (W/m2),Civil Building Demand (kW) - 1,Week Day,Month,Sin Hour
2017-10-06 13:00:00,329.9651139,31.562197500000007,334.0345292,4,10,9.933048616783237
2017-10-06 14:00:00,336.8609946,31.562197500000007,329.9651139,4,10,9.295593919237854
2017-10-06 15:00:00,351.3898209,31.562197500000007,336.8609946,4,10,8.024659857791692
2017-10-06 16:00:00,340.6532231,31.562197500000007,351.3898209,4,10,6.206858488414452
2017-10-06 17:00:00,307.140919,31.562197500000007,340.6532231,4,10,3.96606997037041
2017-10-06 18:00:00,241.960023,31.562197500000007,307.140919,4,10,1.455000338086137
2017-10-06 19:00:00,168.495976,31.562197500000007,241.960023,4,10,-1.1552251627369503
2017-10-06 20:00:00,119.7582515,31.562197500000007,168.495976,4,10,-3.6867239778193617
2017-10-06 21:00:00,98.6502476,31.562197500000007,119.7582515,4,10,-5.966978646412833
2017-10-06 22:00:00,89.8255133,31.562197500000007,98.6502476,4,10,-7.840593581151714
2017-10-06 23:00:00,90.1322896,31.562197500000007,89.8255133,4,10,-9.179885020528637
2017-10-07 00:00:00,91.1251605,31.562197500000007,90.1322896,5,10,-9.893582466233818
2017-10-07 01:00:00,87.6219546,31.562197500000007,91.1251605,5,10,-9.933048616783237
2017-10-07 02:00:00,85.8162315,31.562197500000007,87.6219546,5,10,-9.29559391923785
2017-10-07 03:00:00,84.8899847,31.562197500000007,85.8162315,5,10,-8.024659857791685
2017-10-07 04:00:00,83.3343406,31.562197500000007,84.8899847,5,10,-6.2068584884144515
2017-10-07 05:00:00,84.5975259,31.562197500000007,83.3343406,5,10,-3.9660699703704005
2017-10-07 06:00:00,83.3309044,31.562197500000007,84.5975259,5,10,-1.455000338086136
2017-10-07 07:00:00,90.7408788,31.562197500000007,83.3309044,5,10,1.1552251627369516
2017-10-07 08:00:00,94.7537877,31.562197500000007,90.7408788,5,10,3.686723977819363
2017-10-07 09:00:00,95.1447509,31.562197500000007,94.7537877,5,10,5.966978646412833
2017-10-07 10:00:00,104.7275491,31.562197500000007,95.1447509,5,10,7.8405935811517145
2017-10-07 11:00:00,98.8323662,31.562197500000007,104.7275491,5,10,9.17988502052864
2017-10-07 12:00:00,104.6540526,31.562197500000007,98.8323662,5,10,9.893582466233818
2017-10-07 13:00:00,102.8880367,31.562197500000007,104.6540526,5,10,9.933048616783237
2017-10-07 14:00:00,101.3257111,31.562197500000007,102.8880367,5,10,9.295593919237854
2017-10-07 15:00:00,104.0943338,31.562197500000007,101.3257111,5,10,8.024659857791692
2017-10-07 16:00:00,104.1747027,31.562197500000007,104.0943338,5,10,6.206858488414452
2017-10-07 17:00:00,102.0623942,31.562197500000007,104.1747027,5,10,3.96606997037041
2017-10-07 18:00:00,102.9311801,31.562197500000007,102.0623942,5,10,1.455000338086137
2017-10-07 19:00:00,100.5861645,31.562197500000007,102.9311801,5,10,-1.1552251627369503
2017-10-07 20:00:00,99.2802176,31.562197500000007,100.5861645,5,10,-3.6867239778193617
2017-10-07 21:00:00,89.5490901,31.562197500000007,99.2802176,5,10,-5.966978646412833
2017-10-07 22:00:00,88.7410104,31.562197500000007,89.5490901,5,10,-7.840593581151714
2017-10-07 23:00:00,87.9081137,31.562197500000007,88.7410104,5,10,-9.179885020528637
2017-10-08 00:00:00,88.0190266,31.562197500000007,87.9081137,6,10,-9.893582466233818
2017-10-08 01:00:00,85.6545392,31.562197500000007,88.0190266,6,10,-9.933048616783237
2017-10-08 02:00:00,84.7884259,31.562197500000007,85.6545392,6,10,-9.29559391923785
2017-10-08 03:00:00,82.5054528,31.562197500000007,84.7884259,6,10,-8.024659857791685
2017-10-08 04:00:00,82.982321,31.562197500000007,82.5054528,6,10,-6.2068584884144515
